Time_Stamp,Balance,UBL_Shares,HBL_Shares,MEBL_Shares,Trade_Ocurred,UBL_Pred,HBL_Pred,MEBL_Pred,Amount_Gained,Brocker_Fee,UBL_portfolio,HBL_portfolio,MEBL_portfolio,TN
2009-06-18,100000,0,0,0,False,0,0,0,0,0.0,0.0,0.0,0.0,100000
2009-06-18,1000,808,385,3000,True,0,0,0,-99000,148.5,0.33,0.33,0.33,99000
2007-07-16 00:00:00,1000.0,121.95121951219514,52.28873239436619,1662.763452914798,True,0.05000000000001137,-13.600000000000023,0.5,6187.5,18.5625,0.24766856942006157,0.18575142706504616,0.5565731926292333,99931.9375
2007-07-17 00:00:00,1000.0,121.95121951219514,52.28873239436619,1662.763452914798,False,-8.0,-17.049999999999955,-1.4500000000000028,0,0,0.24741675631601956,0.17840973731054982,0.5641793319803698,100058.29002686962
2007-07-18 00:00:00,1000.0,191.02518461869738,52.28873239436619,1247.0725896860986,True,2.5,-15.850000000000023,-0.6499999999999986,13509.953054932736,40.529859164798204,0.38907518955347276,0.17714557735271735,0.4233342366065236,95739.62051755688
2007-07-19 00:00:00,1000.0,143.26888846402304,114.86117626459624,935.3044422645739,True,-1.1500000000000057,8.800000000000011,-0.8500000000000014,9929.81549537556,29.789446486126682,0.2993619111875301,0.37489183278236843,0.31516645375347146,94519.72483539917
2007-07-20 00:00:00,999.9999999999982,107.45166634801728,159.7350402011172,701.4783316984305,False,4.150000000000006,7.599999999999966,1.5499999999999972,7032.711562477731,21.09813468743319,0.22319480963574767,0.5361796142758759,0.23004668781496482,94527.89122589902
2007-07-23 00:00:00,999.9999999999982,107.45166634801728,89.85096011312842,1396.9382889250292,True,-0.5,-4.899999999999977,1.6000000000000014,9730.858980251807,29.192576940755423,0.22163078917309106,0.300313596175648,0.4677682872671415,97206.97734804258
2007-07-24 00:00:00,999.9999999999982,166.90457414687899,89.85096011312842,1047.7037166937719,True,0.0,-1.75,-0.8999999999999986,11926.360641697436,35.779081925092314,0.3374799037390207,0.290684839763852,0.36172529080373556,98912.3039906692
2007-07-25 00:00:00,999.9999999999982,125.17843061015924,89.85096011312842,1297.9350857530776,True,-2.5,-7.550000000000011,0.25,8345.22870734395,25.035686122031848,0.2560223915283223,0.2924216925363377,0.44132961775120444,97787.0957793248
2007-07-26 00:00:00,999.9999999999973,125.17843061015924,150.89309888772397,730.0884857361061,True,2.4000000000000057,13.300000000000011,-0.5,8152.654757386519,24.457964272159558,0.25470768073166683,0.4830099418305631,0.2519798106404478,97063.19014208183
2007-07-27 00:00:00,999.9999999999964,125.17843061015924,84.87736812434473,1376.2984698886173,True,-0.4000000000000057,-13.399999999999977,0.75,9166.755757429231,27.500267272287694,0.25290927103289174,0.27794532137199146,0.4590384032296691,98941.28505758289
2007-07-30 00:00:00,999.9999999999964,125.17843061015924,122.15257992301231,1032.223852416463,True,-0.5999999999999943,3.3999999999999773,-0.5,11612.518339685208,34.83755501905562,0.2528889367350789,0.38420368266237054,0.3527809258148401,98751.24324987002
2007-07-31 00:00:00,999.9999999999964,93.88382295761943,169.16036228159865,774.1678893123471,False,-7.900000000000006,11.0,0.25,6224.4974620901685,18.673492386270507,0.18951909494499553,0.5390830532641363,0.2612487542881249,98530.92846232801
2007-08-01 00:00:00,999.9999999999964,93.88382295761943,169.16036228159865,774.1678893123471,False,4.0,15.149999999999977,0.5,0,0,0.1795990806264879,0.5506326299495808,0.25975262013150974,99843.5522183885
2007-08-02 00:00:00,999.9999999999964,93.88382295761943,95.15270378339925,1512.3497694019954,True,-2.5,-17.0,0.0,10788.730730641084,32.366192191923254,0.17758013781500454,0.31395009600340235,0.4987698269937591,103093.42982832689
2007-08-03 00:00:00,999.9999999999964,93.88382295761943,95.15270378339925,1512.3497694019954,False,-5.449999999999989,-4.099999999999966,-0.5,0,0,0.17851081804077598,0.30371646342529174,0.5078953094588272,101241.12430661505
2007-08-08 00:00:00,999.9999999999964,93.88382295761943,95.15270378339925,1512.3497694019954,False,-9.350000000000023,-5.75,-0.3500000000000014,0,0,0.1763447725619789,0.3048554716349283,0.5087578969673859,99583.15650128308
2007-08-09 00:00:00,999.9999999999964,93.88382295761943,95.15270378339925,1512.3497694019954,False,-8.5,-0.5,0.20000000000000284,0,0,0.17088338245109835,0.3053536857368827,0.5135200623444071,97628.8922905841
